StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
83737153,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,695
83737153,2/1/2018,Actuals,Recurring,Service Products,Low Pot,5249
83737153,2/1/2018,Actuals,Recurring,Product Green,Low Pot,1
83737153,2/1/2018,Actuals,Recurring,Product Orange,Low Pot,419
83737153,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,820
83737153,3/1/2018,Actuals,Recurring,Service Products,Low Pot,5740
83737153,3/1/2018,Actuals,Recurring,Product Green,Low Pot,1
83737153,3/1/2018,Actuals,Recurring,Support Blue,Low Pot,115
83737153,3/1/2018,Actuals,Recurring,Product Orange,Low Pot,490
83737153,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,729
83737153,4/1/2018,Actuals,Recurring,Service Products,Low Pot,7107
83737153,4/1/2018,Actuals,Recurring,Support Blue,Low Pot,193
83737153,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,58
83737153,4/1/2018,Actuals,Recurring,Product Orange,Low Pot,453
83737153,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,642
83737153,5/1/2018,Actuals,Recurring,Service Products,Low Pot,9423
83737153,5/1/2018,Actuals,Recurring,Support Blue,Low Pot,186
83737153,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,503
83737153,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,1585
83737153,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,649
83737153,6/1/2018,Actuals,Recurring,Service Products,Low Pot,9303
83737153,6/1/2018,Actuals,Recurring,Support Blue,Low Pot,193
83737153,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,598
83737153,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,1768
83737153,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,656
83737153,7/1/2018,Actuals,Recurring,Service Products,Low Pot,7477
83737153,7/1/2018,Actuals,Recurring,Support Blue,Low Pot,187
83737153,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,728
83737153,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,2870
83737153,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,980
83737153,8/1/2018,Actuals,Recurring,Service Products,Low Pot,7331
83737153,8/1/2018,Actuals,Recurring,Support Blue,Low Pot,192
83737153,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,739
83737153,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,2512
83737153,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,1092
83737153,9/1/2018,Actuals,Recurring,Service Products,Low Pot,7739
83737153,9/1/2018,Actuals,Recurring,Support Blue,Low Pot,192
83737153,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,740
83737153,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,2946
83737153,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,1012
83737153,10/1/2018,Actuals,Recurring,Service Products,Low Pot,7748
83737153,10/1/2018,Actuals,Recurring,Support Blue,Low Pot,1088
83737153,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,722
83737153,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,2213
83737153,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,956
83737153,11/1/2018,Actuals,Recurring,Service Products,Low Pot,6936
83737153,11/1/2018,Actuals,Recurring,Support Blue,Low Pot,1126
83737153,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,742
83737153,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,2225
83737153,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,991
83737153,12/1/2018,Actuals,Recurring,Service Products,Low Pot,6309
83737153,12/1/2018,Actuals,Recurring,Support Blue,Low Pot,1086
83737153,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,904
83737153,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,2363
83737153,1/1/2019,Registration Fee,Not Recurring,Support Yellow,Low Pot,20859
83737153,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,986
83737153,1/1/2019,Actuals,Recurring,Service Products,Low Pot,6760
83737153,1/1/2019,Actuals,Recurring,Support Blue,Low Pot,1128
83737153,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,1532
83737153,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,2249
85555153,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,473
85555153,5/1/2018,Actuals,Recurring,Service Products,Low Pot,1364
85555153,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,150
85555153,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,458
85555153,6/1/2018,Actuals,Recurring,Service Products,Low Pot,1318
85555153,6/1/2018,Actuals,Recurring,Product Green,Low Pot,57
85555153,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,196
85555153,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,473
85555153,7/1/2018,Actuals,Recurring,Service Products,Low Pot,1119
85555153,7/1/2018,Actuals,Recurring,Product Green,Low Pot,77
85555153,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,292
85555153,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,473
85555153,8/1/2018,Actuals,Recurring,Service Products,Low Pot,1397
85555153,8/1/2018,Actuals,Recurring,Product Green,Low Pot,81
85555153,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,299
85555153,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,458
85555153,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1383
85555153,9/1/2018,Actuals,Recurring,Product Green,Low Pot,83
85555153,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,306
85555153,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,553
85555153,10/1/2018,Actuals,Recurring,Service Products,Low Pot,1497
85555153,10/1/2018,Actuals,Recurring,Product Green,Low Pot,171
85555153,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,324
85555153,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,582
85555153,11/1/2018,Actuals,Recurring,Service Products,Low Pot,1448
85555153,11/1/2018,Actuals,Recurring,Product Green,Low Pot,207
85555153,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,412
85555153,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,704
85555153,12/1/2018,Actuals,Recurring,Service Products,Low Pot,1501
85555153,12/1/2018,Actuals,Recurring,Product Green,Low Pot,395
85555153,12/1/2018,Actuals,Recurring,Service Products,Low Pot,41
85555153,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,452
85555153,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,755
85555153,1/1/2019,Actuals,Recurring,Service Products,Low Pot,1768
85555153,1/1/2019,Actuals,Recurring,Product Green,Low Pot,395
85555153,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,523
7474154,3/1/2018,Actuals,Recurring,Service Products,Low Pot,70
7474154,4/1/2018,Actuals,Recurring,Service Products,Low Pot,1001
7474154,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,59
7474154,5/1/2018,Actuals,Recurring,Service Products,Low Pot,1460
7474154,5/1/2018,Actuals,Recurring,Product Green,Low Pot,29
7474154,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,29
7474154,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,262
7474154,6/1/2018,Actuals,Recurring,Service Products,Low Pot,1161
7474154,6/1/2018,Actuals,Recurring,Product Green,Low Pot,101
7474154,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,126
7474154,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,496
7474154,7/1/2018,Actuals,Recurring,Service Products,Low Pot,1350
7474154,7/1/2018,Actuals,Recurring,Product Green,Low Pot,104
7474154,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,151
7474154,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,454
7474154,8/1/2018,Actuals,Recurring,Service Products,Low Pot,1504
7474154,8/1/2018,Actuals,Recurring,Product Green,Low Pot,104
7474154,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,182
7474154,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,438
7474154,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1520
7474154,9/1/2018,Actuals,Recurring,Product Green,Low Pot,101
7474154,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,177
7474154,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,454
7474154,10/1/2018,Actuals,Recurring,Service Products,Low Pot,1567
7474154,10/1/2018,Actuals,Recurring,Product Green,Low Pot,104
7474154,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,194
7474154,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,439
7474154,11/1/2018,Actuals,Recurring,Service Products,Low Pot,1601
7474154,11/1/2018,Actuals,Recurring,Product Green,Low Pot,101
7474154,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,206
7474154,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,454
7474154,12/1/2018,Actuals,Recurring,Service Products,Low Pot,1763
7474154,12/1/2018,Actuals,Recurring,Product Green,Low Pot,104
7474154,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,213
7474154,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,454
7474154,1/1/2019,Actuals,Recurring,Service Products,Low Pot,1725
7474154,1/1/2019,Actuals,Recurring,Product Green,Low Pot,104
7474154,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,221
35858154,10/1/2018,Registration Fee,Not Recurring,Support Yellow,Low Pot,6734
82828155,7/1/2017,Actuals,Recurring,Service Products,Low Pot,17858
82828155,7/1/2017,Actuals,Recurring,Product Green,Low Pot,57
82828155,7/1/2017,Actuals,Recurring,Service Products,Low Pot,2669
82828155,7/1/2017,Actuals,Recurring,Product Orange,Low Pot,1081
82828155,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,11
82828155,8/1/2017,Actuals,Recurring,Service Products,Low Pot,21486
82828155,8/1/2017,Actuals,Recurring,Product Green,Low Pot,57
82828155,8/1/2017,Actuals,Recurring,Service Products,Low Pot,2098
82828155,8/1/2017,Actuals,Recurring,Product Orange,Low Pot,1105
82828155,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,43
82828155,9/1/2017,Actuals,Recurring,Service Products,Low Pot,21187
82828155,9/1/2017,Actuals,Recurring,Product Green,Low Pot,57
82828155,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,54
82828155,9/1/2017,Actuals,Recurring,Service Products,Low Pot,2016
82828155,9/1/2017,Actuals,Recurring,Product Orange,Low Pot,1099
82828155,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,45
82828155,10/1/2017,Actuals,Recurring,Service Products,Low Pot,21482
82828155,10/1/2017,Actuals,Recurring,Product Green,Low Pot,58
82828155,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,100
82828155,10/1/2017,Actuals,Recurring,Service Products,Low Pot,2106
82828155,10/1/2017,Actuals,Recurring,Product Orange,Low Pot,427
82828155,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,34
82828155,11/1/2017,Actuals,Recurring,Service Products,Low Pot,20779
82828155,11/1/2017,Actuals,Recurring,Product Green,Low Pot,116
82828155,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,97
82828155,11/1/2017,Actuals,Recurring,Service Products,Low Pot,2009
82828155,11/1/2017,Actuals,Recurring,Product Orange,Low Pot,536
82828155,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,68
82828155,12/1/2017,Actuals,Recurring,Service Products,Low Pot,18280
82828155,12/1/2017,Actuals,Recurring,Product Green,Low Pot,121
82828155,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,235
82828155,12/1/2017,Actuals,Recurring,Service Products,Low Pot,2009
82828155,12/1/2017,Actuals,Recurring,Product Orange,Low Pot,578
82828155,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,98
82828155,1/1/2018,Actuals,Recurring,Service Products,Low Pot,19037
82828155,1/1/2018,Actuals,Recurring,Product Green,Low Pot,98
82828155,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,1/1/2018,Actuals,Recurring,Service Products,Low Pot,1999
82828155,1/1/2018,Actuals,Recurring,Product Orange,Low Pot,655
82828155,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,164
82828155,2/1/2018,Actuals,Recurring,Service Products,Low Pot,16682
82828155,2/1/2018,Actuals,Recurring,Product Green,Low Pot,133
82828155,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,294
82828155,2/1/2018,Actuals,Recurring,Service Products,Low Pot,1797
82828155,2/1/2018,Actuals,Recurring,Product Orange,Low Pot,839
82828155,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,181
82828155,3/1/2018,Actuals,Recurring,Service Products,Low Pot,18670
82828155,3/1/2018,Actuals,Recurring,Product Green,Low Pot,252
82828155,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,3/1/2018,Actuals,Recurring,Service Products,Low Pot,1987
82828155,3/1/2018,Actuals,Recurring,Product Orange,Low Pot,725
82828155,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,175
82828155,4/1/2018,Actuals,Recurring,Service Products,Low Pot,18208
82828155,4/1/2018,Actuals,Recurring,Product Green,Low Pot,247
82828155,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,314
82828155,4/1/2018,Actuals,Recurring,Service Products,Low Pot,1915
82828155,4/1/2018,Actuals,Recurring,Product Orange,Low Pot,710
82828155,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,181
82828155,5/1/2018,Actuals,Recurring,Service Products,Low Pot,18594
82828155,5/1/2018,Actuals,Recurring,Product Green,Low Pot,266
82828155,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,5/1/2018,Actuals,Recurring,Service Products,Low Pot,1991
82828155,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,780
82828155,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,192
82828155,6/1/2018,Actuals,Recurring,Service Products,Low Pot,17890
82828155,6/1/2018,Actuals,Recurring,Product Green,Low Pot,312
82828155,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,314
82828155,6/1/2018,Actuals,Recurring,Service Products,Low Pot,1924
82828155,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,1350
82828155,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,181
82828155,7/1/2018,Actuals,Recurring,Service Products,Low Pot,17916
82828155,7/1/2018,Actuals,Recurring,Product Green,Low Pot,316
82828155,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,7/1/2018,Actuals,Recurring,Service Products,Low Pot,2007
82828155,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,1404
82828155,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,181
82828155,8/1/2018,Actuals,Recurring,Service Products,Low Pot,18053
82828155,8/1/2018,Actuals,Recurring,Product Green,Low Pot,317
82828155,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,8/1/2018,Actuals,Recurring,Service Products,Low Pot,2008
82828155,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,1531
82828155,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,196
82828155,9/1/2018,Actuals,Recurring,Service Products,Low Pot,18810
82828155,9/1/2018,Actuals,Recurring,Product Green,Low Pot,317
82828155,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,314
82828155,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1943
82828155,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,1542
82828155,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,303
82828155,10/1/2018,Actuals,Recurring,Service Products,Low Pot,22110
82828155,10/1/2018,Actuals,Recurring,Product Green,Low Pot,489
82828155,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,10/1/2018,Actuals,Recurring,Service Products,Low Pot,2525
82828155,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,1754
82828155,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,289
82828155,11/1/2018,Actuals,Recurring,Service Products,Low Pot,22124
82828155,11/1/2018,Actuals,Recurring,Product Green,Low Pot,507
82828155,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,323
82828155,11/1/2018,Actuals,Recurring,Service Products,Low Pot,2629
82828155,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,2295
82828155,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,303
82828155,12/1/2018,Actuals,Recurring,Service Products,Low Pot,22809
82828155,12/1/2018,Actuals,Recurring,Product Green,Low Pot,507
82828155,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,12/1/2018,Actuals,Recurring,Service Products,Low Pot,2842
82828155,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,2464
82828155,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,303
82828155,1/1/2019,Actuals,Recurring,Service Products,Low Pot,21877
82828155,1/1/2019,Actuals,Recurring,Product Green,Low Pot,511
82828155,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,325
82828155,1/1/2019,Actuals,Recurring,Service Products,Low Pot,2829
82828155,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,1949
21818156,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,199
21818156,7/1/2017,Actuals,Recurring,Service Products,Low Pot,257
21818156,7/1/2017,Actuals,Recurring,Product Orange,Low Pot,39
21818156,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,198
21818156,8/1/2017,Actuals,Recurring,Service Products,Low Pot,271
21818156,8/1/2017,Actuals,Recurring,Product Orange,Low Pot,38
21818156,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,193
21818156,9/1/2017,Actuals,Recurring,Service Products,Low Pot,222
21818156,9/1/2017,Actuals,Recurring,Product Orange,Low Pot,38
21818156,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,175
21818156,10/1/2017,Actuals,Recurring,Service Products,Low Pot,268
21818156,10/1/2017,Actuals,Recurring,Product Orange,Low Pot,49
21818156,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,307
21818156,11/1/2017,Actuals,Recurring,Service Products,Low Pot,282
21818156,11/1/2017,Actuals,Recurring,Product Green,Low Pot,2
21818156,11/1/2017,Actuals,Recurring,Product Orange,Low Pot,220
21818156,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,129
21818156,12/1/2017,Actuals,Recurring,Service Products,Low Pot,994
21818156,12/1/2017,Actuals,Recurring,Product Green,Low Pot,16
21818156,12/1/2017,Actuals,Recurring,Service Products,Low Pot,869
21818156,12/1/2017,Actuals,Recurring,Product Orange,Low Pot,484
21818156,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,363
21818156,1/1/2018,Actuals,Recurring,Service Products,Low Pot,1998
21818156,1/1/2018,Actuals,Recurring,Product Green,Low Pot,35
21818156,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,134
21818156,1/1/2018,Actuals,Recurring,Service Products,Low Pot,1895
21818156,1/1/2018,Actuals,Recurring,Product Orange,Low Pot,739
21818156,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,228
21818156,2/1/2018,Actuals,Recurring,Service Products,Low Pot,1357
21818156,2/1/2018,Actuals,Recurring,Product Green,Low Pot,48
21818156,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,688
21818156,2/1/2018,Actuals,Recurring,Service Products,Low Pot,19
21818156,2/1/2018,Actuals,Recurring,Product Orange,Low Pot,803
21818156,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,200
21818156,3/1/2018,Actuals,Recurring,Service Products,Low Pot,1433
21818156,3/1/2018,Actuals,Recurring,Product Green,Low Pot,41
21818156,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,609
21818156,3/1/2018,Actuals,Recurring,Service Products,Low Pot,24
21818156,3/1/2018,Actuals,Recurring,Product Orange,Low Pot,816
21818156,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,218
21818156,4/1/2018,Actuals,Recurring,Service Products,Low Pot,1500
21818156,4/1/2018,Actuals,Recurring,Product Green,Low Pot,48
21818156,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,590
21818156,4/1/2018,Actuals,Recurring,Service Products,Low Pot,29
21818156,4/1/2018,Actuals,Recurring,Product Orange,Low Pot,712
21818156,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,360
21818156,5/1/2018,Actuals,Recurring,Service Products,Low Pot,2444
21818156,5/1/2018,Actuals,Recurring,Product Green,Low Pot,92
21818156,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,609
21818156,5/1/2018,Actuals,Recurring,Service Products,Low Pot,121
21818156,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,836
21818156,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,397
21818156,6/1/2018,Actuals,Recurring,Service Products,Low Pot,5412
21818156,6/1/2018,Actuals,Recurring,Product Green,Low Pot,124
21818156,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,590
21818156,6/1/2018,Actuals,Recurring,Service Products,Low Pot,270
21818156,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,994
21818156,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,66
21818156,7/1/2018,Actuals,Recurring,Service Products,Low Pot,1198
21818156,7/1/2018,Actuals,Recurring,Product Green,Low Pot,22
21818156,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,102
21818156,7/1/2018,Actuals,Recurring,Service Products,Low Pot,555
21818156,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,331
21818156,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,187
21818156,8/1/2018,Actuals,Recurring,Service Products,Low Pot,1503
21818156,8/1/2018,Actuals,Recurring,Product Green,Low Pot,28
21818156,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,102
21818156,8/1/2018,Actuals,Recurring,Service Products,Low Pot,1265
21818156,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,403
21818156,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,263
21818156,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1569
21818156,9/1/2018,Actuals,Recurring,Product Green,Low Pot,34
21818156,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,99
21818156,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1451
21818156,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,301
21818156,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,237
21818156,10/1/2018,Actuals,Recurring,Service Products,Low Pot,1560
21818156,10/1/2018,Actuals,Recurring,Product Green,Low Pot,36
21818156,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,99
21818156,10/1/2018,Actuals,Recurring,Service Products,Low Pot,1528
21818156,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,389
21818156,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,313
21818156,11/1/2018,Actuals,Recurring,Service Products,Low Pot,1882
21818156,11/1/2018,Actuals,Recurring,Product Green,Low Pot,41
21818156,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,96
21818156,11/1/2018,Actuals,Recurring,Service Products,Low Pot,1481
21818156,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,383
21818156,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,343
21818156,12/1/2018,Actuals,Recurring,Service Products,Low Pot,2712
21818156,12/1/2018,Actuals,Recurring,Product Green,Low Pot,44
21818156,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,99
21818156,12/1/2018,Actuals,Recurring,Service Products,Low Pot,2151
21818156,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,439
21818156,1/1/2019,Registration Fee,Not Recurring,Support Yellow,Low Pot,5460
21818156,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,507
21818156,1/1/2019,Actuals,Recurring,Service Products,Low Pot,3739
21818156,1/1/2019,Actuals,Recurring,Product Green,Low Pot,68
21818156,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,202
21818156,1/1/2019,Actuals,Recurring,Service Products,Low Pot,3556
21818156,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,2084
28686156,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,666
28686156,7/1/2017,Actuals,Recurring,Service Products,Low Pot,4367
28686156,7/1/2017,Actuals,Recurring,Product Green,Low Pot,377
28686156,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7
28686156,7/1/2017,Actuals,Recurring,Service Products,Low Pot,49
28686156,7/1/2017,Actuals,Recurring,Product Orange,Low Pot,2418
28686156,8/1/2017,Registration Fee,Not Recurring,Support Yellow,Low Pot,4314
28686156,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,753
28686156,8/1/2017,Actuals,Recurring,Service Products,Low Pot,4640
28686156,8/1/2017,Actuals,Recurring,Product Green,Low Pot,384
28686156,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7
28686156,8/1/2017,Actuals,Recurring,Service Products,Low Pot,47
28686156,8/1/2017,Actuals,Recurring,Product Orange,Low Pot,2482
28686156,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,766
28686156,9/1/2017,Actuals,Recurring,Service Products,Low Pot,4725
28686156,9/1/2017,Actuals,Recurring,Product Green,Low Pot,384
28686156,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7
28686156,9/1/2017,Actuals,Recurring,Service Products,Low Pot,46
28686156,9/1/2017,Actuals,Recurring,Product Orange,Low Pot,2503
28686156,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,763
28686156,10/1/2017,Actuals,Recurring,Service Products,Low Pot,5662
28686156,10/1/2017,Actuals,Recurring,Product Green,Low Pot,391
28686156,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7
28686156,10/1/2017,Actuals,Recurring,Service Products,Low Pot,53
28686156,10/1/2017,Actuals,Recurring,Product Orange,Low Pot,2722
28686156,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,741
28686156,11/1/2017,Actuals,Recurring,Service Products,Low Pot,6338
28686156,11/1/2017,Actuals,Recurring,Product Green,Low Pot,383
28686156,11/1/2017,Actuals,Recurring,Support Blue,Low Pot,85
28686156,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7
28686156,11/1/2017,Actuals,Recurring,Service Products,Low Pot,59
28686156,11/1/2017,Actuals,Recurring,Product Orange,Low Pot,2865
28686156,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,927
28686156,12/1/2017,Actuals,Recurring,Service Products,Low Pot,7585
28686156,12/1/2017,Actuals,Recurring,Product Green,Low Pot,388
28686156,12/1/2017,Actuals,Recurring,Support Blue,Low Pot,94
28686156,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,2
28686156,12/1/2017,Actuals,Recurring,Service Products,Low Pot,60
28686156,12/1/2017,Actuals,Recurring,Product Orange,Low Pot,3412
28686156,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,919
28686156,1/1/2018,Actuals,Recurring,Service Products,Low Pot,7902
28686156,1/1/2018,Actuals,Recurring,Product Green,Low Pot,396
28686156,1/1/2018,Actuals,Recurring,Support Blue,Low Pot,94
28686156,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2
28686156,1/1/2018,Actuals,Recurring,Service Products,Low Pot,153
28686156,1/1/2018,Actuals,Recurring,Product Orange,Low Pot,3516
28686156,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,952
28686156,2/1/2018,Actuals,Recurring,Service Products,Low Pot,7661
28686156,2/1/2018,Actuals,Recurring,Product Green,Low Pot,352
28686156,2/1/2018,Actuals,Recurring,Support Blue,Low Pot,85
